code,year,diag_age,rate,lower95,upper95,Race,Sex
di,1981,00-04,,,,All races,F
di,1981,00,,,,All races,F
di,1981,01-04,,,,All races,F
di,1981,05-09,,,,All races,F
di,1981,10-14,,,,All races,F
di,1981,15-19,,,,All races,F
di,1981,20-24,,,,All races,F
di,1981,25-29,,,,All races,F
di,1981,30-34,4.337,3.113,5.884,All races,F
di,1981,35-39,10.498,8.258,13.16,All races,F
di,1981,40-44,19.385,15.976,23.306,All races,F
di,1981,45-49,46.135,40.516,52.315,All races,F
di,1981,50-54,84.173,76.758,92.112,All races,F
di,1981,55-59,123.843,114.844,133.36,All races,F
di,1981,60-64,193.727,181.707,206.332,All races,F
di,1981,65-69,267.626,252.334,283.602,All races,F
di,1981,70-74,395.971,375.112,417.688,All races,F
di,1981,75-79,521.503,494.092,550.039,All races,F
di,1981,80-84,690.367,652.027,730.373,All races,F
di,1981,85+,740.876,698.487,785.164,All races,F
di,1982,All ages,78.713,77.075,80.376,All races,F
di,1982,00-04,,,,All races,F
di,1982,00,,,,All races,F
di,1982,01-04,,,,All races,F
di,1982,05-09,,,,All races,F
di,1982,10-14,,,,All races,F
di,1982,15-19,,,,All races,F
di,1982,20-24,,,,All races,F
di,1982,25-29,2.247,1.425,3.372,All races,F
di,1982,30-34,4.677,3.398,6.279,All races,F
di,1982,35-39,9.466,7.42,11.903,All races,F
di,1982,40-44,23.306,19.618,27.485,All races,F
di,1982,45-49,37.076,32.054,42.66,All races,F
di,1982,50-54,75.122,68.051,82.728,All races,F
di,1982,55-59,122.162,113.158,131.692,All races,F
di,1982,60-64,185.235,173.569,197.478,All races,F
di,1982,65-69,284.045,268.434,300.326,All races,F
di,1982,70-74,375.57,355.528,396.448,All races,F
di,1982,75-79,519.59,492.573,547.703,All races,F
di,1982,80-84,627.846,591.69,665.634,All races,F
di,1982,85+,746.353,704.597,789.937,All races,F
di,1983,All ages,80.408,78.759,82.082,All races,F
di,1983,00-04,,,,All races,F
di,1983,00,,,,All races,F
di,1983,01-04,,,,All races,F
di,1983,05-09,,,,All races,F
di,1983,10-14,,,,All races,F
di,1983,15-19,,,,All races,F
di,1983,20-24,,,,All races,F
di,1983,25-29,2.213,1.403,3.32,All races,F
di,1983,30-34,4.288,3.077,5.817,All races,F
di,1983,35-39,10.275,8.172,12.754,All races,F
di,1983,40-44,17.94,14.811,21.534,All races,F
di,1983,45-49,39.253,34.123,44.936,All races,F
di,1983,50-54,79.667,72.281,87.604,All races,F
di,1983,55-59,122.502,113.453,132.08,All races,F
di,1983,60-64,189.754,177.975,202.107,All races,F
di,1983,65-69,272.425,257.296,288.212,All races,F
di,1983,70-74,402.361,381.88,423.655,All races,F
di,1983,75-79,514.065,487.552,541.645,All races,F
di,1983,80-84,632.504,596.625,669.977,All races,F
di,1983,85+,757.425,716.127,800.484,All races,F
di,1984,All ages,82.769,81.103,84.46,All races,F
di,1984,00-04,,,,All races,F
di,1984,00,,,,All races,F
di,1984,01-04,,,,All races,F
di,1984,05-09,,,,All races,F
di,1984,10-14,,,,All races,F
di,1984,15-19,,,,All races,F
di,1984,20-24,,,,All races,F
di,1984,25-29,1.522,0.87,2.472,All races,F
di,1984,30-34,5.116,3.797,6.745,All races,F
di,1984,35-39,9.454,7.485,11.782,All races,F
di,1984,40-44,23.423,19.902,27.387,All races,F
di,1984,45-49,46.554,41.015,52.632,All races,F
di,1984,50-54,75.946,68.667,83.786,All races,F
di,1984,55-59,132.512,123.034,142.526,All races,F
di,1984,60-64,188.597,176.931,200.83,All races,F
di,1984,65-69,279.735,264.513,295.605,All races,F
di,1984,70-74,390.068,370.138,410.793,All races,F
di,1984,75-79,519.924,493.567,547.324,All races,F
di,1984,80-84,689.432,652.445,727.969,All races,F
di,1984,85+,735.363,695.315,777.116,All races,F
di,1985,All ages,83.738,82.071,85.431,All races,F
di,1985,00-04,,,,All races,F
di,1985,00,,,,All races,F
di,1985,01-04,,,,All races,F
di,1985,05-09,,,,All races,F
di,1985,10-14,,,,All races,F
di,1985,15-19,,,,All races,F
di,1985,20-24,,,,All races,F
di,1985,25-29,2.081,1.304,3.151,All races,F
di,1985,30-34,3.988,2.849,5.431,All races,F
di,1985,35-39,9.499,7.566,11.776,All races,F
di,1985,40-44,19.043,15.944,22.568,All races,F
di,1985,45-49,41.561,36.385,47.267,All races,F
di,1985,50-54,82.072,74.463,90.249,All races,F
di,1985,55-59,127.835,118.46,137.754,All races,F
di,1985,60-64,196.629,184.785,209.032,All races,F
di,1985,65-69,287.13,271.819,303.079,All races,F
di,1985,70-74,397.604,377.682,418.303,All races,F
di,1985,75-79,547.125,520.418,574.847,All races,F
di,1985,80-84,650.818,615.36,687.785,All races,F
di,1985,85+,727.845,688.528,768.822,All races,F
di,1986,All ages,81.412,79.776,83.073,All races,F
di,1986,00-04,,,,All races,F
di,1986,00,,,,All races,F
di,1986,01-04,,,,All races,F
di,1986,05-09,,,,All races,F
di,1986,10-14,,,,All races,F
di,1986,15-19,,,,All races,F
di,1986,20-24,,,,All races,F
di,1986,25-29,1.788,1.077,2.793,All races,F
di,1986,30-34,4.977,3.705,6.543,All races,F
di,1986,35-39,8.537,6.759,10.64,All races,F
di,1986,40-44,20.592,17.408,24.189,All races,F
di,1986,45-49,40.989,35.915,46.578,All races,F
di,1986,50-54,71.718,64.586,79.422,All races,F
di,1986,55-59,123.978,114.699,133.808,All races,F
di,1986,60-64,194.083,182.302,206.425,All races,F
di,1986,65-69,288.797,273.606,304.612,All races,F
di,1986,70-74,380.842,361.49,400.962,All races,F
di,1986,75-79,491.508,466.507,517.501,All races,F
di,1986,80-84,629.24,594.878,665.07,All races,F
di,1986,85+,733.069,694.124,773.63,All races,F
di,1987,All ages,80.106,78.491,81.745,All races,F
di,1987,00-04,,,,All races,F
di,1987,00,,,,All races,F
di,1987,01-04,,,,All races,F
di,1987,05-09,,,,All races,F
di,1987,10-14,,,,All races,F
di,1987,15-19,,,,All races,F
di,1987,20-24,,,,All races,F
di,1987,25-29,1.986,1.229,3.036,All races,F
di,1987,30-34,4.002,2.884,5.41,All races,F
di,1987,35-39,8.716,6.921,10.833,All races,F
di,1987,40-44,18.27,15.398,21.521,All races,F
di,1987,45-49,36.56,31.867,41.748,All races,F
di,1987,50-54,77.257,69.853,85.233,All races,F
di,1987,55-59,125.122,115.722,135.082,All races,F
di,1987,60-64,190.733,179.018,203.014,All races,F
