code,year,diag_age,rate,lower95,upper95,Race,Sex
di,2012-2016,45-49,62.063,56.348,68.201,Black,F
di,2012-2016,50-54,118.414,110.359,126.901,Black,F
di,2012-2016,55-59,159.831,149.955,170.187,Black,F
di,2012-2016,60-64,220.298,207.533,233.643,Black,F
di,2012-2016,65-69,280.28,263.613,297.726,Black,F
di,2012-2016,70-74,329.707,307.252,353.368,Black,F
di,2012-2016,75-79,432.877,402.041,465.451,Black,F
di,2012-2016,80-84,492.303,453.375,533.679,Black,F
di,2012-2016,85+,505.87,468.557,545.363,Black,F
di,1975,All ages,53.818,49.378,58.55,Black,F
di,1975,00-04,,,,Black,F
di,1975,00,,,,Black,F
di,1975,01-04,,,,Black,F
di,1975,05-09,,,,Black,F
di,1975,10-14,,,,Black,F
di,1975,15-19,,,,Black,F
di,1975,20-24,,,,Black,F
di,1975,25-29,,,,Black,F
di,1975,30-34,,,,Black,F
di,1975,35-39,,,,Black,F
di,1975,40-44,,,,Black,F
di,1975,45-49,44.298,27.761,67.067,Black,F
di,1975,50-54,90.391,65.417,121.756,Black,F
di,1975,55-59,151.542,115.642,195.065,Black,F
di,1975,60-64,229.323,180.681,287.032,Black,F
di,1975,65-69,345.928,278.167,425.204,Black,F
di,1975,70-74,431.181,339.722,539.688,Black,F
di,1975,75-79,502.723,383.631,647.104,Black,F
di,1975,80-84,760.633,562.721,1005.598,Black,F
di,1975,85+,673.195,463.396,945.416,Black,F
di,1976,All ages,52.987,48.62,57.642,Black,F
di,1976,00-04,,,,Black,F
di,1976,00,,,,Black,F
di,1976,01-04,,,,Black,F
di,1976,05-09,,,,Black,F
di,1976,10-14,,,,Black,F
di,1976,15-19,,,,Black,F
di,1976,20-24,,,,Black,F
di,1976,25-29,,,,Black,F
di,1976,30-34,,,,Black,F
di,1976,35-39,,,,Black,F
di,1976,40-44,37.378,22.504,58.37,Black,F
di,1976,45-49,69.241,47.951,96.757,Black,F
di,1976,50-54,98.039,72.036,130.371,Black,F
di,1976,55-59,147.124,112.271,189.377,Black,F
di,1976,60-64,188.202,144.939,240.33,Black,F
di,1976,65-69,311.766,249.028,385.504,Black,F
di,1976,70-74,379.01,296.01,478.07,Black,F
di,1976,75-79,496.994,381.042,637.124,Black,F
di,1976,80-84,607.317,435.821,823.895,Black,F
di,1976,85+,719.145,506.344,991.246,Black,F
di,1977,All ages,56.031,51.582,60.761,Black,F
di,1977,00-04,,,,Black,F
di,1977,00,,,,Black,F
di,1977,01-04,,,,Black,F
di,1977,05-09,,,,Black,F
di,1977,10-14,,,,Black,F
di,1977,15-19,,,,Black,F
di,1977,20-24,,,,Black,F
di,1977,25-29,,,,Black,F
di,1977,30-34,,,,Black,F
di,1977,35-39,,,,Black,F
di,1977,40-44,35.044,20.769,55.385,Black,F
di,1977,45-49,69.466,48.107,97.071,Black,F
di,1977,50-54,100.065,73.78,132.671,Black,F
di,1977,55-59,183.281,144.642,229.07,Black,F
di,1977,60-64,234.829,186.767,291.485,Black,F
di,1977,65-69,260.738,204.735,327.332,Black,F
di,1977,70-74,366.916,287.089,462.07,Black,F
di,1977,75-79,586.265,462.671,732.73,Black,F
di,1977,80-84,563.936,402.884,767.921,Black,F
di,1977,85+,665.109,468.298,916.765,Black,F
di,1978,All ages,60.33,55.76,65.175,Black,F
di,1978,00-04,,,,Black,F
di,1978,00,,,,Black,F
di,1978,01-04,,,,Black,F
di,1978,05-09,,,,Black,F
di,1978,10-14,,,,Black,F
di,1978,15-19,,,,Black,F
di,1978,20-24,,,,Black,F
di,1978,25-29,,,,Black,F
di,1978,30-34,,,,Black,F
di,1978,35-39,,,,Black,F
di,1978,40-44,50.11,32.733,73.423,Black,F
di,1978,45-49,60.771,41.002,86.754,Black,F
di,1978,50-54,123.135,93.736,158.835,Black,F
di,1978,55-59,184.574,146.356,229.719,Black,F
di,1978,60-64,253.277,203.923,310.968,Black,F
di,1978,65-69,261.815,206.954,326.757,Black,F
di,1978,70-74,375.665,296.469,469.516,Black,F
di,1978,75-79,710.969,577.199,866.444,Black,F
di,1978,80-84,575.174,416.256,774.755,Black,F
di,1978,85+,660.905,469.968,903.479,Black,F
di,1979,All ages,58.48,54.036,63.191,Black,F
di,1979,00-04,,,,Black,F
di,1979,00,,,,Black,F
di,1979,01-04,,,,Black,F
di,1979,05-09,,,,Black,F
di,1979,10-14,,,,Black,F
di,1979,15-19,,,,Black,F
di,1979,20-24,,,,Black,F
di,1979,25-29,,,,Black,F
di,1979,30-34,,,,Black,F
di,1979,35-39,,,,Black,F
di,1979,40-44,,,,Black,F
di,1979,45-49,64.605,44.19,91.203,Black,F
di,1979,50-54,136.85,105.84,174.107,Black,F
di,1979,55-59,189.987,151.755,234.921,Black,F
di,1979,60-64,178.258,137.865,226.788,Black,F
di,1979,65-69,318.979,259.534,387.964,Black,F
di,1979,70-74,378.823,300.84,470.843,Black,F
di,1979,75-79,510.621,401.636,640.068,Black,F
di,1979,80-84,691.455,517.947,904.44,Black,F
di,1979,85+,712.251,519.521,953.047,Black,F
di,1980,All ages,64.715,60.109,69.582,Black,F
di,1980,00-04,,,,Black,F
di,1980,00,,,,Black,F
di,1980,01-04,,,,Black,F
di,1980,05-09,,,,Black,F
di,1980,10-14,,,,Black,F
di,1980,15-19,,,,Black,F
di,1980,20-24,,,,Black,F
di,1980,25-29,,,,Black,F
di,1980,30-34,,,,Black,F
di,1980,35-39,,,,Black,F
di,1980,40-44,34.687,20.884,54.169,Black,F
di,1980,45-49,62.902,42.739,89.284,Black,F
di,1980,50-54,142.618,111.178,180.19,Black,F
di,1980,55-59,185.796,148.408,229.74,Black,F
di,1980,60-64,240.327,193.497,295.069,Black,F
di,1980,65-69,347.697,286.292,418.369,Black,F
di,1980,70-74,439.127,356.505,535.155,Black,F
di,1980,75-79,536.614,426.785,666.08,Black,F
di,1980,80-84,923.418,726.327,1157.512,Black,F
di,1980,85+,633.284,458.311,853.03,Black,F
di,1981,All ages,61.865,57.395,66.592,Black,F
di,1981,00-04,,,,Black,F
di,1981,00,,,,Black,F
di,1981,01-04,,,,Black,F
di,1981,05-09,,,,Black,F
di,1981,10-14,,,,Black,F
di,1981,15-19,,,,Black,F
di,1981,20-24,,,,Black,F
di,1981,25-29,,,,Black,F
di,1981,30-34,,,,Black,F
di,1981,35-39,,,,Black,F
di,1981,40-44,,,,Black,F
di,1981,45-49,62.508,42.471,88.724,Black,F
di,1981,50-54,121.11,92.195,156.223,Black,F
di,1981,55-59,168.049,132.622,210.032,Black,F
di,1981,60-64,258.405,210.019,314.598,Black,F
di,1981,65-69,293.841,238.286,358.462,Black,F
di,1981,70-74,477.03,392.425,574.467,Black,F
di,1981,75-79,544.124,435.821,671.175,Black,F
di,1981,80-84,783.993,607.583,995.643,Black,F
di,1981,85+,678.764,502.154,897.363,Black,F
di,1982,All ages,61.132,56.717,65.798,Black,F
di,1982,00-04,,,,Black,F
di,1982,00,,,,Black,F
di,1982,01-04,,,,Black,F
di,1982,05-09,,,,Black,F
di,1982,10-14,,,,Black,F
di,1982,15-19,,,,Black,F
di,1982,20-24,,,,Black,F
di,1982,25-29,,,,Black,F
di,1982,30-34,,,,Black,F
di,1982,35-39,,,,Black,F
di,1982,40-44,30.007,17.784,47.424,Black,F
di,1982,45-49,49.942,32.32,73.724,Black,F
di,1982,50-54,91.171,66.245,122.393,Black,F
di,1982,55-59,188.332,150.641,232.589,Black,F
di,1982,60-64,244.669,197.952,299.095,Black,F
di,1982,65-69,308.322,251.921,373.583,Black,F
di,1982,70-74,480.552,397.43,575.929,Black,F
di,1982,75-79,471.698,373.448,587.877,Black,F
di,1982,80-84,708.906,545.944,905.257,Black,F
di,1982,85+,738.916,559.648,957.352,Black,F
di,1983,All ages,65.481,60.945,70.264,Black,F
di,1983,00-04,,,,Black,F
di,1983,00,,,,Black,F
di,1983,01-04,,,,Black,F
di,1983,05-09,,,,Black,F
di,1983,10-14,,,,Black,F
di,1983,15-19,,,,Black,F
di,1983,20-24,,,,Black,F
di,1983,25-29,,,,Black,F
di,1983,30-34,,,,Black,F
di,1983,35-39,,,,Black,F
di,1983,40-44,,,,Black,F
di,1983,45-49,64.152,44.16,90.094,Black,F
di,1983,50-54,119.404,90.436,154.702,Black,F
di,1983,55-59,190.911,152.912,235.488,Black,F
di,1983,60-64,232.652,187.551,285.327,Black,F
di,1983,65-69,325.165,267.74,391.259,Black,F
di,1983,70-74,547.007,459.854,645.873,Black,F
di,1983,75-79,525.324,423.485,644.263,Black,F
di,1983,80-84,700.324,542.742,889.387,Black,F
di,1983,85+,670.16,504.856,872.305,Black,F
di,1984,All ages,68.203,63.614,73.035,Black,F
di,1984,00-04,,,,Black,F
di,1984,00,,,,Black,F
di,1984,01-04,,,,Black,F
di,1984,05-09,,,,Black,F
di,1984,10-14,,,,Black,F
di,1984,15-19,,,,Black,F
di,1984,20-24,,,,Black,F
di,1984,25-29,,,,Black,F
di,1984,30-34,,,,Black,F
di,1984,35-39,20.125,11.724,32.222,Black,F
di,1984,40-44,42.42,28.188,61.308,Black,F
