code,year,diag_age,rate,lower95,upper95,Race,Sex
di,1996,20-24,,,,White,F
di,1996,25-29,2.636,1.587,4.116,White,F
di,1996,30-34,4.758,3.384,6.505,White,F
di,1996,35-39,9.32,7.401,11.584,White,F
di,1996,40-44,17.449,14.697,20.567,White,F
di,1996,45-49,32.838,28.822,37.256,White,F
di,1996,50-54,54.399,48.474,60.849,White,F
di,1996,55-59,114.975,105.174,125.444,White,F
di,1996,60-64,153.766,141.577,166.724,White,F
di,1996,65-69,240.447,225.232,256.419,White,F
di,1996,70-74,343.914,325.22,363.401,White,F
di,1996,75-79,460.431,437.066,484.721,White,F
di,1996,80-84,569.634,539.235,601.3,White,F
di,1996,85+,652.819,619.544,687.417,White,F
di,1997,All ages,84.274,82.503,86.074,White,F
di,1997,00-04,,,,White,F
di,1997,00,,,,White,F
di,1997,01-04,,,,White,F
di,1997,05-09,,,,White,F
di,1997,10-14,,,,White,F
di,1997,15-19,,,,White,F
di,1997,20-24,,,,White,F
di,1997,25-29,3.21,2.035,4.817,White,F
di,1997,30-34,5.404,3.911,7.28,White,F
di,1997,35-39,9.692,7.73,11.999,White,F
di,1997,40-44,17.148,14.444,20.212,White,F
di,1997,45-49,34.721,30.582,39.264,White,F
di,1997,50-54,63.029,56.912,69.623,White,F
di,1997,55-59,108.791,99.426,118.8,White,F
di,1997,60-64,175.124,162.103,188.912,White,F
di,1997,65-69,238.427,223.094,254.537,White,F
