Minor,Gender,Race,Age,Calendar Period,Rate
17,1,1,1,1,0
17,1,1,1,2,0
17,1,1,1,3,0
17,1,1,1,4,0
17,1,1,1,5,4.69536253E-07
17,1,1,1,6,6.56480626E-07
17,1,1,1,7,5.73627682E-07
17,1,1,1,8,6.32477287E-07
17,1,1,1,9,1.018300126E-06
17,1,1,1,10,5.11021155E-07
17,1,1,1,11,5.84771042E-07
17,1,1,1,12,2.56125825E-07
17,1,1,1,13,2.42541974E-07
17,1,1,1,14,1.41086447E-07
17,1,1,1,15,1.41086447E-07
17,1,1,2,1,0
17,1,1,2,2,0
17,1,1,2,3,0
17,1,1,2,4,0
17,1,1,2,5,1.704700537E-06
17,1,1,2,6,1.172798182E-06
17,1,1,2,7,6.54646538E-07
17,1,1,2,8,9.75379471E-07
17,1,1,2,9,1.038840555E-06
17,1,1,2,10,8.90505705E-07
17,1,1,2,11,7.1530972E-07
17,1,1,2,12,5.79638572E-07
17,1,1,2,13,6.72528525E-07
17,1,1,2,14,3.36683373E-07
17,1,1,2,15,3.36683373E-07
17,1,1,3,1,0
17,1,1,3,2,0
17,1,1,3,3,0
17,1,1,3,4,0
17,1,1,3,5,1.447066023E-06
17,1,1,3,6,1.480253954E-06
17,1,1,3,7,1.768088373E-06
17,1,1,3,8,1.861918505E-06
17,1,1,3,9,1.248543209E-06
17,1,1,3,10,1.140011934E-06
17,1,1,3,11,7.67324098E-07
17,1,1,3,12,8.20643298E-07
17,1,1,3,13,7.69672933E-07
17,1,1,3,14,5.77025142E-07
17,1,1,3,15,5.77025142E-07
17,1,1,4,1,0
17,1,1,4,2,0
17,1,1,4,3,0
17,1,1,4,4,0
17,1,1,4,5,1.979722979E-06
17,1,1,4,6,1.358457607E-06
17,1,1,4,7,1.245623374E-06
17,1,1,4,8,1.805629683E-06
17,1,1,4,9,1.616077099E-06
17,1,1,4,10,1.308824846E-06
17,1,1,4,11,1.277924547E-06
17,1,1,4,12,1.17843036E-06
17,1,1,4,13,9.24067456E-07
17,1,1,4,14,8.16775773E-07
17,1,1,4,15,8.16775773E-07
17,1,1,5,1,0
17,1,1,5,2,0
17,1,1,5,3,0
17,1,1,5,4,0
17,1,1,5,5,2.378354707E-06
17,1,1,5,6,2.577241228E-06
17,1,1,5,7,1.514036513E-06
17,1,1,5,8,1.948534864E-06
17,1,1,5,9,1.896642063E-06
17,1,1,5,10,2.103300515E-06
17,1,1,5,11,2.020886245E-06
17,1,1,5,12,1.305377232E-06
17,1,1,5,13,1.616664266E-06
17,1,1,5,14,1.315353106E-06
17,1,1,5,15,1.315353106E-06
17,1,1,6,1,0
17,1,1,6,2,0
17,1,1,6,3,0
17,1,1,6,4,0
17,1,1,6,5,3.973149301E-06
17,1,1,6,6,3.440812991E-06
17,1,1,6,7,3.830528058E-06
17,1,1,6,8,3.276632091E-06
17,1,1,6,9,3.171091637E-06
17,1,1,6,10,2.502612212E-06
17,1,1,6,11,2.74298272E-06
17,1,1,6,12,2.253379906E-06
17,1,1,6,13,1.918273116E-06
17,1,1,6,14,1.953731052E-06
17,1,1,6,15,1.953731052E-06
17,1,1,7,1,0
17,1,1,7,2,0
17,1,1,7,3,0
17,1,1,7,4,0
17,1,1,7,5,6.82260793E-06
17,1,1,7,6,5.136663461E-06
17,1,1,7,7,5.783254937E-06
17,1,1,7,8,5.11598308E-06
17,1,1,7,9,4.31844087E-06
17,1,1,7,10,3.459637366E-06
17,1,1,7,11,3.472447432E-06
17,1,1,7,12,2.941719049E-06
17,1,1,7,13,3.579531922E-06
17,1,1,7,14,2.910442914E-06
17,1,1,7,15,2.910442914E-06
17,1,1,8,1,0
17,1,1,8,2,0
17,1,1,8,3,0
17,1,1,8,4,0
17,1,1,8,5,8.890919083E-06
17,1,1,8,6,9.482602308E-06
17,1,1,8,7,9.81081007E-06
17,1,1,8,8,8.172373333E-06
17,1,1,8,9,7.256213304E-06
17,1,1,8,10,6.15714641E-06
17,1,1,8,11,4.898048291E-06
17,1,1,8,12,5.323829706E-06
17,1,1,8,13,4.171016657E-06
17,1,1,8,14,4.463235868E-06
17,1,1,8,15,4.463235868E-06
17,1,1,9,1,0
17,1,1,9,2,0
17,1,1,9,3,0
17,1,1,9,4,0
17,1,1,9,5,1.5441930697E-05
17,1,1,9,6,1.3346882587E-05
17,1,1,9,7,1.6468584933E-05
17,1,1,9,8,1.2416914048E-05
17,1,1,9,9,1.0019750966E-05
17,1,1,9,10,9.629584617E-06
17,1,1,9,11,6.35567149E-06
