Minor,Gender,Race,Age,Calendar Period,Rate
6,1,1,1,1,1.200942214E-06
6,1,1,1,2,6.91886471E-07
6,1,1,1,3,8.90602805E-07
6,1,1,1,4,6.90111072E-07
6,1,1,1,5,1.00167734E-06
6,1,1,1,6,7.08999076E-07
6,1,1,1,7,6.69232296E-07
6,1,1,1,8,4.68501694E-07
6,1,1,1,9,3.70290955E-07
6,1,1,1,10,3.32163751E-07
6,1,1,1,11,1.94923681E-07
6,1,1,1,12,2.81738408E-07
6,1,1,1,13,1.21270987E-07
6,1,1,1,14,1.1757204E-07
6,1,1,1,15,1.1757204E-07
6,1,1,2,1,1.021872192E-06
6,1,1,2,2,1.231803824E-06
6,1,1,2,3,1.179976531E-06
6,1,1,2,4,1.313263559E-06
6,1,1,2,5,9.68579851E-07
6,1,1,2,6,9.82614693E-07
6,1,1,2,7,6.0009266E-07
6,1,1,2,8,4.87689736E-07
6,1,1,2,9,5.42003768E-07
6,1,1,2,10,5.29489879E-07
6,1,1,2,11,4.85388739E-07
6,1,1,2,12,3.86425715E-07
6,1,1,2,13,2.98901567E-07
6,1,1,2,14,2.16439311E-07
6,1,1,2,15,2.16439311E-07
6,1,1,3,1,1.241242732E-06
6,1,1,3,2,1.072008126E-06
6,1,1,3,3,1.076078769E-06
6,1,1,3,4,9.01553438E-07
6,1,1,3,5,8.84318125E-07
6,1,1,3,6,7.22075099E-07
6,1,1,3,7,6.6303314E-07
6,1,1,3,8,7.82545458E-07
6,1,1,3,9,6.36050314E-07
6,1,1,3,10,3.87604057E-07
6,1,1,3,11,4.79577561E-07
6,1,1,3,12,4.50030196E-07
6,1,1,3,13,2.91944906E-07
6,1,1,3,14,2.75968546E-07
6,1,1,3,15,2.75968546E-07
6,1,1,4,1,1.53601409E-06
6,1,1,4,2,1.86193207E-06
6,1,1,4,3,1.213878785E-06
6,1,1,4,4,1.354604494E-06
6,1,1,4,5,1.397451514E-06
6,1,1,4,6,9.18956617E-07
6,1,1,4,7,9.1589954E-07
6,1,1,4,8,7.52345701E-07
6,1,1,4,9,7.32284935E-07
6,1,1,4,10,7.577407E-07
6,1,1,4,11,6.7145188E-07
6,1,1,4,12,5.8921518E-07
6,1,1,4,13,5.83621551E-07
6,1,1,4,14,4.2156169E-07
6,1,1,4,15,4.2156169E-07
6,1,1,5,1,3.671619424E-06
6,1,1,5,2,3.863104996E-06
6,1,1,5,3,3.674033433E-06
6,1,1,5,4,3.321082439E-06
6,1,1,5,5,3.171139609E-06
6,1,1,5,6,3.100743353E-06
6,1,1,5,7,2.589799299E-06
6,1,1,5,8,2.201122717E-06
6,1,1,5,9,2.41668908E-06
6,1,1,5,10,2.466833937E-06
6,1,1,5,11,2.338778464E-06
6,1,1,5,12,2.246960809E-06
6,1,1,5,13,1.320655316E-06
6,1,1,5,14,1.510220233E-06
6,1,1,5,15,1.510220233E-06
6,1,1,6,1,7.078245642E-06
6,1,1,6,2,8.200275185E-06
6,1,1,6,3,9.120774396E-06
6,1,1,6,4,9.844366218E-06
6,1,1,6,5,9.270681703E-06
6,1,1,6,6,8.853327807E-06
6,1,1,6,7,8.403709515E-06
6,1,1,6,8,6.674620927E-06
6,1,1,6,9,6.594429199E-06
6,1,1,6,10,5.358534383E-06
6,1,1,6,11,6.115089918E-06
6,1,1,6,12,5.520780771E-06
6,1,1,6,13,5.431514891E-06
6,1,1,6,14,5.37850666E-06
6,1,1,6,15,5.37850666E-06
6,1,1,7,1,1.7761515211E-05
6,1,1,7,2,1.8282150369E-05
6,1,1,7,3,2.1431350439E-05
6,1,1,7,4,2.2405807308E-05
6,1,1,7,5,2.2863858717E-05
6,1,1,7,6,2.2725844402E-05
6,1,1,7,7,2.2976715561E-05
6,1,1,7,8,2.3417060764E-05
6,1,1,7,9,1.6514037772E-05
6,1,1,7,10,1.5135913476E-05
6,1,1,7,11,1.5533001458E-05
6,1,1,7,12,1.4502158822E-05
6,1,1,7,13,1.4595252742E-05
6,1,1,7,14,1.3086051599E-05
6,1,1,7,15,1.3086051599E-05
6,1,1,8,1,3.0623181749E-05
6,1,1,8,2,3.5072308044E-05
6,1,1,8,3,3.4592732532E-05
6,1,1,8,4,4.2372020536E-05
6,1,1,8,5,4.9943377093E-05
6,1,1,8,6,5.1001023224E-05
6,1,1,8,7,4.9136494132E-05
6,1,1,8,8,4.654166613E-05
6,1,1,8,9,4.0231671541E-05
6,1,1,8,10,2.9670007532E-05
6,1,1,8,11,3.0943225712E-05
6,1,1,8,12,2.750645348E-05
