Minor,Gender,Race,Age,Calendar Period,Rate
52,1,1,1,1,1.3435541022E-05
52,1,1,1,2,1.0948085927E-05
52,1,1,1,3,6.517593251E-06
52,1,1,1,4,4.576526054E-06
52,1,1,1,5,4.444943196E-06
52,1,1,1,6,3.361180804E-06
52,1,1,1,7,3.513469555E-06
52,1,1,1,8,2.436208809E-06
52,1,1,1,9,1.805168405E-06
52,1,1,1,10,1.660818753E-06
52,1,1,1,11,2.004929286E-06
52,1,1,1,12,3.073509905E-06
52,1,1,1,13,1.916081593E-06
52,1,1,1,14,2.210354344E-06
52,1,1,1,15,2.210354344E-06
52,1,1,2,1,2.4171207611E-05
52,1,1,2,2,2.3881099937E-05
52,1,1,2,3,1.4200407214E-05
52,1,1,2,4,1.5293165967E-05
52,1,1,2,5,1.1429242239E-05
52,1,1,2,6,9.857844181E-06
52,1,1,2,7,9.956082764E-06
52,1,1,2,8,7.022732194E-06
52,1,1,2,9,6.345960779E-06
52,1,1,2,10,5.968794995E-06
52,1,1,2,11,5.748024538E-06
52,1,1,2,12,5.492765517E-06
52,1,1,2,13,6.650559858E-06
52,1,1,2,14,7.04630202E-06
52,1,1,2,15,7.04630202E-06
52,1,1,3,1,5.2812876252E-05
52,1,1,3,2,5.0192951891E-05
52,1,1,3,3,4.7155308911E-05
52,1,1,3,4,4.7413514901E-05
52,1,1,3,5,4.0598241212E-05
52,1,1,3,6,3.4767916037E-05
52,1,1,3,7,3.2457050844E-05
52,1,1,3,8,2.7335122394E-05
52,1,1,3,9,2.4264141613E-05
52,1,1,3,10,2.1842628649E-05
52,1,1,3,11,2.0310109718E-05
52,1,1,3,12,1.9033630042E-05
52,1,1,3,13,1.9427606448E-05
52,1,1,3,14,2.0973609504E-05
52,1,1,3,15,2.0973609504E-05
52,1,1,4,1,0.000148353360895
52,1,1,4,2,0.000149885531654
52,1,1,4,3,0.000154280077861
52,1,1,4,4,0.00016692597667
52,1,1,4,5,0.00015286566842
52,1,1,4,6,0.000136045533901
52,1,1,4,7,0.000121375007007
52,1,1,4,8,9.9098975742E-05
52,1,1,4,9,7.8127227235E-05
52,1,1,4,10,6.9574373375E-05
52,1,1,4,11,5.8286355166E-05
52,1,1,4,12,5.9534301763E-05
52,1,1,4,13,5.4763155553E-05
52,1,1,4,14,5.3327553723E-05
52,1,1,4,15,5.3327553723E-05
52,1,1,5,1,0.000415663581751
52,1,1,5,2,0.000449841780656
52,1,1,5,3,0.000454276456399
52,1,1,5,4,0.000491746638395
52,1,1,5,5,0.000519198607719
52,1,1,5,6,0.000495756511913
52,1,1,5,7,0.000404845394958
52,1,1,5,8,0.000318080274585
52,1,1,5,9,0.000269292581878
52,1,1,5,10,0.000216406252962
52,1,1,5,11,0.000171457438637
52,1,1,5,12,0.000162487365928
52,1,1,5,13,0.000147116448168
52,1,1,5,14,0.00012685849955
52,1,1,5,15,0.00012685849955
52,1,1,6,1,0.000999002258251
52,1,1,6,2,0.001106855928414
52,1,1,6,3,0.001183015583738
52,1,1,6,4,0.001233450672261
52,1,1,6,5,0.001283327224292
52,1,1,6,6,0.001255819419949
52,1,1,6,7,0.001092560410945
52,1,1,6,8,0.000872838156017
52,1,1,6,9,0.000676451502333
52,1,1,6,10,0.000530642116414
52,1,1,6,11,0.000435781942839
52,1,1,6,12,0.000377891810318
52,1,1,6,13,0.000355419367265
52,1,1,6,14,0.000313516371117
52,1,1,6,15,0.000313516371117
52,1,1,7,1,0.002052584351797
52,1,1,7,2,0.002289851787553
52,1,1,7,3,0.002403985194941
52,1,1,7,4,0.002483274194859
52,1,1,7,5,0.002533096247708
52,1,1,7,6,0.002499726141901
52,1,1,7,7,0.002362655022005
52,1,1,7,8,0.001956967511428
52,1,1,7,9,0.001426644924117
52,1,1,7,10,0.00108816406523
52,1,1,7,11,0.000952659752114
52,1,1,7,12,0.000808946933995
52,1,1,7,13,0.000708447101827
52,1,1,7,14,0.000623359976359
52,1,1,7,15,0.000623359976359
52,1,1,8,1,0.003700234844011
52,1,1,8,2,0.004235852557978
52,1,1,8,3,0.004184533124607
52,1,1,8,4,0.004370557830553
52,1,1,8,5,0.004585355431501
52,1,1,8,6,0.004519698718076
52,1,1,8,7,0.004239918825852
52,1,1,8,8,0.00354582934164
52,1,1,8,9,0.002707414120599
52,1,1,8,10,0.00207243762914
52,1,1,8,11,0.001748642113295
52,1,1,8,12,0.001518622423571
52,1,1,8,13,0.001247963002409
52,1,1,8,14,0.001105590505955
52,1,1,8,15,0.001105590505955
52,1,1,9,1,0.006057810841719
52,1,1,9,2,0.006769198812759
52,1,1,9,3,0.006820588475925
52,1,1,9,4,0.006955141244717
52,1,1,9,5,0.007212469825405
52,1,1,9,6,0.007404532447139
52,1,1,9,7,0.006835274896778
52,1,1,9,8,0.005608277829302
52,1,1,9,9,0.00466733304247
52,1,1,9,10,0.003756109619674
52,1,1,9,11,0.003004700041605
52,1,1,9,12,0.00250148292094
52,1,1,9,13,0.002030057592197
52,1,1,9,14,0.001689474478999
52,1,1,9,15,0.001689474478999
52,1,1,10,1,0.009041874017119
52,1,1,10,2,0.009986871721448
52,1,1,10,3,0.010194781233891
52,1,1,10,4,0.011058246870846
52,1,1,10,5,0.011007620869534
52,1,1,10,6,0.011219830137188
52,1,1,10,7,0.010845717263177
52,1,1,10,8,0.009027400218963
52,1,1,10,9,0.007528403866349
52,1,1,10,10,0.006139978435762
52,1,1,10,11,0.004956659119366
52,1,1,10,12,0.004159843383365
52,1,1,10,13,0.003222763952879
52,1,1,10,14,0.002561678644272
52,1,1,10,15,0.002561678644272
52,1,1,11,1,0.01325859663414
52,1,1,11,2,0.01404632939637
52,1,1,11,3,0.014420869636989
52,1,1,11,4,0.015838753579476
52,1,1,11,5,0.016313740875724
52,1,1,11,6,0.01652270057107
52,1,1,11,7,0.016190634200472
52,1,1,11,8,0.013611093244272
52,1,1,11,9,0.011313717865725
52,1,1,11,10,0.009189054249467
52,1,1,11,11,0.007690969386792
52,1,1,11,12,0.006448846128671
52,1,1,11,13,0.004904151454895
52,1,1,11,14,0.003690096179757
52,1,1,11,15,0.003690096179757
52,1,1,12,1,0.020116115683092
52,1,1,12,2,0.020674408158302
52,1,1,12,3,0.01960301641618
52,1,1,12,4,0.021831184257252
52,1,1,12,5,0.023517037705674
52,1,1,12,6,0.024715353325771
52,1,1,12,7,0.023286916658362
52,1,1,12,8,0.019951632605353
52,1,1,12,9,0.017614344293852
52,1,1,12,10,0.014569420173748
52,1,1,12,11,0.011797040530485
52,1,1,12,12,0.010024815250215
52,1,1,12,13,0.007761315820949
52,1,1,12,14,0.005682216940287
52,1,1,12,15,0.005682216940287
52,1,1,13,1,0.029343081121068
52,1,1,13,2,0.030142306908875
52,1,1,13,3,0.027476341446921
52,1,1,13,4,0.030589928279664
52,1,1,13,5,0.033579802346508
52,1,1,13,6,0.036111721729203
52,1,1,13,7,0.035304556584168
52,1,1,13,8,0.029526146306216
52,1,1,13,9,0.026425684076458
52,1,1,13,10,0.022163081408189
52,1,1,13,11,0.018314082260382
52,1,1,13,12,0.015431491477853
52,1,1,13,13,0.01260054466318
52,1,1,13,14,0.009272760387578
52,1,1,13,15,0.009272760387578
52,1,1,14,1,0.043940985950583
52,1,1,14,2,0.041405875402916
52,1,1,14,3,0.038225192500969
52,1,1,14,4,0.045294966515446
52,1,1,14,5,0.048569427998046
52,1,1,14,6,0.052417439073536
52,1,1,14,7,0.053445561167214
52,1,1,14,8,0.046800637672048
52,1,1,14,9,0.040165136546216
52,1,1,14,10,0.034434760158656
52,1,1,14,11,0.02992228192333
52,1,1,14,12,0.025665825666745
52,1,1,14,13,0.021220690876048
52,1,1,14,14,0.016074145374304
52,1,1,14,15,0.016074145374304
52,1,1,15,1,0.06729201732322
52,1,1,15,2,0.06681384714546
52,1,1,15,3,0.054795173201245
52,1,1,15,4,0.06801745594309
52,1,1,15,5,0.072554805149389
52,1,1,15,6,0.076022024794784
52,1,1,15,7,0.082341532667069
52,1,1,15,8,0.077459704775008
52,1,1,15,9,0.072953573436912
52,1,1,15,10,0.064331174704264
52,1,1,15,11,0.057203906486601
52,1,1,15,12,0.050325148565836
52,1,1,15,13,0.0454151540908
52,1,1,15,14,0.036525711114565
52,1,1,15,15,0.036525711114565
52,1,2,1,1,2.4408029021E-05
52,1,2,1,2,1.8234291786E-05
52,1,2,1,3,1.2745347948E-05
