Minor,Gender,Race,Age,Calendar Period,Rate
51,1,1,1,1,6.7290293441E-05
51,1,1,1,2,5.1525192502E-05
51,1,1,1,3,3.4450135756E-05
51,1,1,1,4,1.9758969628E-05
51,1,1,1,5,1.00167734E-05
51,1,1,1,6,5.882066407E-06
51,1,1,1,7,3.226655714E-06
51,1,1,1,8,2.061407454E-06
51,1,1,1,9,8.33154649E-07
51,1,1,1,10,6.13225386E-07
51,1,1,1,11,5.01232321E-07
51,1,1,1,12,4.86639068E-07
51,1,1,1,13,1.69779382E-07
51,1,1,1,14,9.4057632E-08
51,1,1,1,15,9.4057632E-08
51,1,1,2,1,6.5360517492E-05
51,1,1,2,2,4.8000613518E-05
51,1,1,2,3,3.8247515132E-05
51,1,1,2,4,2.5121460993E-05
51,1,1,2,5,1.7705639672E-05
51,1,1,2,6,8.272981773E-06
51,1,1,2,7,6.901065587E-06
51,1,1,2,8,3.48698161E-06
51,1,1,2,9,1.467926871E-06
51,1,1,2,10,1.275589253E-06
51,1,1,2,11,7.66403272E-07
51,1,1,2,12,6.90045919E-07
51,1,1,2,13,4.23443886E-07
51,1,1,2,14,2.40488124E-07
51,1,1,2,15,2.40488124E-07
51,1,1,3,1,7.2472559527E-05
51,1,1,3,2,6.0759889131E-05
51,1,1,3,3,5.6609429525E-05
51,1,1,3,4,4.0897742326E-05
51,1,1,3,5,2.6529543762E-05
51,1,1,3,6,1.5741237167E-05
51,1,1,3,7,8.682576831E-06
51,1,1,3,8,5.073053317E-06
51,1,1,3,9,1.884593523E-06
51,1,1,3,10,1.755618378E-06
51,1,1,3,11,1.246901659E-06
51,1,1,3,12,1.085366943E-06
51,1,1,3,13,3.45025798E-07
51,1,1,3,14,5.26849043E-07
51,1,1,3,15,5.26849043E-07
51,1,1,4,1,9.2800851293E-05
51,1,1,4,2,8.2815500342E-05
51,1,1,4,3,8.5480560906E-05
51,1,1,4,4,6.5330639606E-05
51,1,1,4,5,4.530071992E-05
51,1,1,4,6,2.6569832612E-05
51,1,1,4,7,1.6119831899E-05
51,1,1,4,8,8.065145915E-06
51,1,1,4,9,3.610922267E-06
51,1,1,4,10,2.68653521E-06
51,1,1,4,11,2.187633546E-06
51,1,1,4,12,1.979763004E-06
51,1,1,4,13,6.8089181E-07
51,1,1,4,14,7.90428168E-07
51,1,1,4,15,7.90428168E-07
51,1,1,5,1,0.000123339215479
51,1,1,5,2,0.000117614751014
51,1,1,5,3,0.000116225874835
51,1,1,5,4,9.2726131277E-05
51,1,1,5,5,7.7051142177E-05
51,1,1,5,6,4.3853370276E-05
51,1,1,5,7,2.6176894448E-05
51,1,1,5,8,1.4181003734E-05
51,1,1,5,9,5.842881193E-06
51,1,1,5,10,3.791134261E-06
51,1,1,5,11,3.428694641E-06
51,1,1,5,12,2.482356703E-06
51,1,1,5,13,1.502814669E-06
51,1,1,5,14,9.25618852E-07
51,1,1,5,15,9.25618852E-07
51,1,1,6,1,0.000150679366138
51,1,1,6,2,0.000151455911288
51,1,1,6,3,0.000170481764418
51,1,1,6,4,0.00013846665927
51,1,1,6,5,0.000112494658646
51,1,1,6,6,7.3416897407E-05
51,1,1,6,7,4.8272470933E-05
51,1,1,6,8,2.6698483708E-05
51,1,1,6,9,1.0774504539E-05
51,1,1,6,10,6.241809281E-06
51,1,1,6,11,5.284645608E-06
51,1,1,6,12,3.312468463E-06
