Minor,Gender,Race,Age,Calendar Period,Rate
92,1,1,1,1,0.000117129395331
92,1,1,1,2,9.2387193507E-05
92,1,1,1,3,6.2989907446E-05
92,1,1,1,4,4.7545020667E-05
92,1,1,1,5,5.0334286335E-05
92,1,1,1,6,4.7870567229E-05
92,1,1,1,7,4.6487743429E-05
92,1,1,1,8,4.0548821625E-05
92,1,1,1,9,3.161359028E-05
92,1,1,1,10,3.1044535161E-05
92,1,1,1,11,3.4640722659E-05
92,1,1,1,12,3.06582613E-05
92,1,1,1,13,2.912929105E-05
92,1,1,1,14,2.6265593638E-05
92,1,1,1,15,2.6265593638E-05
92,1,1,2,1,0.000106667735702
92,1,1,2,2,8.2252706939E-05
92,1,1,2,3,5.8062983078E-05
92,1,1,2,4,4.1473710476E-05
92,1,1,2,5,4.4670902718E-05
92,1,1,2,6,4.4851606163E-05
92,1,1,2,7,4.151550128E-05
92,1,1,2,8,3.8551873606E-05
92,1,1,2,9,3.7195008552E-05
92,1,1,2,10,6.0073033502E-05
92,1,1,2,11,6.0443671365E-05
92,1,1,2,12,4.3031263524E-05
92,1,1,2,13,3.7088702726E-05
92,1,1,2,14,3.7949025897E-05
92,1,1,2,15,3.7949025897E-05
92,1,1,3,1,0.000107107235764
92,1,1,3,2,8.2314909661E-05
92,1,1,3,3,6.1298058446E-05
92,1,1,3,4,4.2618889798E-05
92,1,1,3,5,3.5493313852E-05
92,1,1,3,6,3.5526094891E-05
92,1,1,3,7,3.9055809236E-05
92,1,1,3,8,3.6590746265E-05
92,1,1,3,9,4.4335062636E-05
92,1,1,3,10,0.000165826135868
92,1,1,3,11,0.000265470159018
92,1,1,3,12,0.000124737781303
92,1,1,3,13,5.4567156909E-05
92,1,1,3,14,5.3061225002E-05
92,1,1,3,15,5.3061225002E-05
92,1,1,4,1,0.000144214656262
92,1,1,4,2,9.6739514084E-05
92,1,1,4,3,6.1751188524E-05
92,1,1,4,4,4.7256345354E-05
92,1,1,4,5,3.9672095766E-05
92,1,1,4,6,3.7317629563E-05
92,1,1,4,7,3.9053956375E-05
92,1,1,4,8,3.4818559044E-05
92,1,1,4,9,5.0350902103E-05
92,1,1,4,10,0.000272465186292
92,1,1,4,11,0.000520873381287
92,1,1,4,12,0.000299132762459
92,1,1,4,13,9.9312933961E-05
92,1,1,4,14,7.0400802148E-05
92,1,1,4,15,7.0400802148E-05
92,1,1,5,1,0.000208466391764
92,1,1,5,2,0.000129497997904
92,1,1,5,3,6.2182028209E-05
92,1,1,5,4,5.0684246766E-05
92,1,1,5,5,4.8624140678E-05
92,1,1,5,6,4.6350072716E-05
92,1,1,5,7,4.4026588075E-05
92,1,1,5,8,4.0269720526E-05
92,1,1,5,9,6.0600772998E-05
92,1,1,5,10,0.000318714944667
92,1,1,5,11,0.00062350017316
92,1,1,5,12,0.000358229751828
92,1,1,5,13,0.000179791282268
92,1,1,5,14,0.00012054967632
92,1,1,5,15,0.00012054967632
92,1,1,6,1,0.000284972108803
92,1,1,6,2,0.000179499946313
92,1,1,6,3,8.2214830891E-05
92,1,1,6,4,6.3262156683E-05
92,1,1,6,5,6.8867921221E-05
92,1,1,6,6,6.3403744996E-05
92,1,1,6,7,6.1952928282E-05
92,1,1,6,8,5.4367821369E-05
92,1,1,6,9,6.817847019E-05
92,1,1,6,10,0.000278849885399
92,1,1,6,11,0.000580480572586
92,1,1,6,12,0.000367075586767
92,1,1,6,13,0.000240948035576
92,1,1,6,14,0.000198797880776
92,1,1,6,15,0.000198797880776
92,1,1,7,1,0.00037483983836
92,1,1,7,2,0.000252712122137
92,1,1,7,3,0.000118037283956
92,1,1,7,4,8.9146509927E-05
92,1,1,7,5,8.6866418819E-05
92,1,1,7,6,8.5844542383E-05
92,1,1,7,7,8.7139584524E-05
92,1,1,7,8,7.8944194191E-05
92,1,1,7,9,8.5968961766E-05
92,1,1,7,10,0.0002505714438
92,1,1,7,11,0.000484251396761
92,1,1,7,12,0.000354657777308
92,1,1,7,13,0.000322989248172
92,1,1,7,14,0.000283801008685
92,1,1,7,15,0.000283801008685
92,1,1,8,1,0.000510424239015
92,1,1,8,2,0.00034467800871
92,1,1,8,3,0.000165373913879
92,1,1,8,4,0.000124262238307
92,1,1,8,5,0.000124608952657
92,1,1,8,6,0.000116055092211
92,1,1,8,7,0.000118760268115
92,1,1,8,8,0.000115026154659
92,1,1,8,9,0.0001198887687
92,1,1,8,10,0.000229880573674
92,1,1,8,11,0.00039685853177
92,1,1,8,12,0.000317021383194
92,1,1,8,13,0.000359355105902
92,1,1,8,14,0.000395607132918
92,1,1,8,15,0.000395607132918
92,1,1,9,1,0.00066812173916
92,1,1,9,2,0.000464297691087
92,1,1,9,3,0.000229080466698
92,1,1,9,4,0.000175052359658
92,1,1,9,5,0.000174369452337
92,1,1,9,6,0.000160548060582
92,1,1,9,7,0.000153090160765
92,1,1,9,8,0.000148067447657
92,1,1,9,9,0.000179357699871
