Minor,Gender,Race,Age,Calendar Period,Rate
35,1,1,1,1,0
35,1,1,1,2,0
35,1,1,1,3,7.974943295E-06
35,1,1,1,4,9.625233367E-06
35,1,1,1,5,1.0580216904E-05
35,1,1,1,6,1.0162320087E-05
35,1,1,1,7,9.034635998E-06
35,1,1,1,8,8.198779647E-06
35,1,1,1,9,6.179230311E-06
35,1,1,1,10,5.67233482E-06
35,1,1,1,11,5.151554415E-06
35,1,1,1,12,4.226076119E-06
35,1,1,1,13,3.613875409E-06
35,1,1,1,14,2.892272173E-06
35,1,1,1,15,2.892272173E-06
35,1,1,2,1,0
35,1,1,2,2,0
35,1,1,2,3,8.626035328E-06
35,1,1,2,4,8.981028213E-06
35,1,1,2,5,1.1467985433E-05
35,1,1,2,6,1.0206513911E-05
35,1,1,2,7,1.0419790729E-05
35,1,1,2,8,8.412647941E-06
35,1,1,2,9,7.81388765E-06
35,1,1,2,10,7.701670962E-06
35,1,1,2,11,7.127550427E-06
35,1,1,2,12,6.596838988E-06
35,1,1,2,13,5.778763622E-06
35,1,1,2,14,4.833811283E-06
35,1,1,2,15,4.833811283E-06
35,1,1,3,1,0
35,1,1,3,2,0
35,1,1,3,3,1.0299611074E-05
35,1,1,3,4,9.384351696E-06
35,1,1,3,5,1.0933387732E-05
35,1,1,3,6,1.1517097836E-05
35,1,1,3,7,1.1082125337E-05
35,1,1,3,8,1.0200075286E-05
35,1,1,3,9,1.031814954E-05
35,1,1,3,10,1.2585731747E-05
35,1,1,3,11,1.335623508E-05
35,1,1,3,12,1.088014179E-05
35,1,1,3,13,7.139379965E-06
35,1,1,3,14,5.544458972E-06
35,1,1,3,15,5.544458972E-06
35,1,1,4,1,0
35,1,1,4,2,0
35,1,1,4,3,1.1042381207E-05
35,1,1,4,4,1.2810688216E-05
35,1,1,4,5,1.5410784754E-05
35,1,1,4,6,1.422385024E-05
35,1,1,4,7,1.4324668802E-05
35,1,1,4,8,1.3000533714E-05
35,1,1,4,9,1.4014418589E-05
35,1,1,4,10,1.7565807139E-05
35,1,1,4,11,2.1031605673E-05
35,1,1,4,12,1.9184846253E-05
35,1,1,4,13,9.216356996E-06
35,1,1,4,14,7.746196045E-06
35,1,1,4,15,7.746196045E-06
35,1,1,5,1,0
35,1,1,5,2,0
35,1,1,5,3,1.6552903316E-05
35,1,1,5,4,1.8077255548E-05
35,1,1,5,5,2.2953010506E-05
35,1,1,5,6,2.3920020151E-05
35,1,1,5,7,1.9284044007E-05
35,1,1,5,8,1.8691501104E-05
35,1,1,5,9,2.1505473709E-05
35,1,1,5,10,2.6979373269E-05
35,1,1,5,11,3.0517652964E-05
35,1,1,5,12,2.510176218E-05
35,1,1,5,13,1.4982606856E-05
35,1,1,5,14,1.0547183238E-05
35,1,1,5,15,1.0547183238E-05
35,1,1,6,1,0
35,1,1,6,2,0
35,1,1,6,3,2.5359162457E-05
35,1,1,6,4,2.6668549469E-05
35,1,1,6,5,3.6926917035E-05
35,1,1,6,6,3.9434036522E-05
35,1,1,6,7,3.3302141891E-05
35,1,1,6,8,2.8680643862E-05
35,1,1,6,9,3.2143337954E-05
35,1,1,6,10,3.4977685973E-05
35,1,1,6,11,4.1018915911E-05
35,1,1,6,12,3.7428640247E-05
35,1,1,6,13,2.4441817009E-05
35,1,1,6,14,1.8801788239E-05
35,1,1,6,15,1.8801788239E-05
35,1,1,7,1,0
35,1,1,7,2,0
35,1,1,7,3,3.6645254157E-05
35,1,1,7,4,4.3381456703E-05
35,1,1,7,5,5.0844673381E-05
35,1,1,7,6,5.3934966338E-05
35,1,1,7,7,5.3924944683E-05
35,1,1,7,8,5.0078403481E-05
35,1,1,7,9,4.8342546407E-05
35,1,1,7,10,5.6038917749E-05
35,1,1,7,11,6.3589193595E-05
35,1,1,7,12,5.7131280483E-05
35,1,1,7,13,4.1545664054E-05
35,1,1,7,14,3.0045399408E-05
35,1,1,7,15,3.0045399408E-05
35,1,1,8,1,0
35,1,1,8,2,0
35,1,1,8,3,5.4780431666E-05
35,1,1,8,4,6.2155304097E-05
35,1,1,8,5,7.5981068693E-05
35,1,1,8,6,8.3805701479E-05
35,1,1,8,7,8.3515551268E-05
35,1,1,8,8,7.9598916262E-05
35,1,1,8,9,8.0826153747E-05
35,1,1,8,10,8.0993335323E-05
35,1,1,8,11,9.4190246104E-05
35,1,1,8,12,9.3103640926E-05
35,1,1,8,13,6.7643009265E-05
35,1,1,8,14,5.301854397E-05
35,1,1,8,15,5.301854397E-05
35,1,1,9,1,0
35,1,1,9,2,0
35,1,1,9,3,8.0183986437E-05
35,1,1,9,4,8.9652880948E-05
35,1,1,9,5,0.000112031725395
35,1,1,9,6,0.000120700147587
35,1,1,9,7,0.000121641931454
35,1,1,9,8,0.000117492922997
35,1,1,9,9,0.000126140765278
35,1,1,9,10,0.000134726243221
35,1,1,9,11,0.000145098627851
35,1,1,9,12,0.000148886754026
35,1,1,9,13,0.000116995838396
35,1,1,9,14,9.1191334827E-05
35,1,1,9,15,9.1191334827E-05
35,1,1,10,1,0
35,1,1,10,2,0
35,1,1,10,3,0.00010676068056
35,1,1,10,4,0.000125913208085
35,1,1,10,5,0.00015012720997
35,1,1,10,6,0.000166442601997
35,1,1,10,7,0.000175225624902
35,1,1,10,8,0.000177206453711
35,1,1,10,9,0.00019220837809
35,1,1,10,10,0.000209399859635
35,1,1,10,11,0.000219594414224
35,1,1,10,12,0.000231033560353
35,1,1,10,13,0.00019233708656
35,1,1,10,14,0.00015109707605
35,1,1,10,15,0.00015109707605
35,1,1,11,1,0
35,1,1,11,2,0
35,1,1,11,3,0.000126299752559
35,1,1,11,4,0.000156600830665
35,1,1,11,5,0.000209808569039
35,1,1,11,6,0.00022387115404
35,1,1,11,7,0.000231463725917
35,1,1,11,8,0.000246178080745
35,1,1,11,9,0.000256408705136
35,1,1,11,10,0.000296541814959
35,1,1,11,11,0.0003202163186
35,1,1,11,12,0.000344950164129
35,1,1,11,13,0.000308945480585
35,1,1,11,14,0.000244908581931
35,1,1,11,15,0.000244908581931
35,1,1,12,1,0
35,1,1,12,2,0
35,1,1,12,3,0.000143492486625
35,1,1,12,4,0.000185172466483
35,1,1,12,5,0.000244895556362
35,1,1,12,6,0.000290347528902
35,1,1,12,7,0.000309394167263
35,1,1,12,8,0.000322751113701
35,1,1,12,9,0.000378528985673
35,1,1,12,10,0.000428510358488
35,1,1,12,11,0.000467891873942
35,1,1,12,12,0.000513725327379
35,1,1,12,13,0.000456948560257
35,1,1,12,14,0.000386951279663
35,1,1,12,15,0.000386951279663
35,1,1,13,1,0
35,1,1,13,2,0
35,1,1,13,3,0.00015334799852
35,1,1,13,4,0.000203935142107
35,1,1,13,5,0.000281568669198
35,1,1,13,6,0.000363103547935
35,1,1,13,7,0.000389258302034
35,1,1,13,8,0.000406402664111
35,1,1,13,9,0.000482787615919
35,1,1,13,10,0.000573047143677
35,1,1,13,11,0.000641846855184
35,1,1,13,12,0.000702088292451
35,1,1,13,13,0.00066382669172
35,1,1,13,14,0.000609361169398
35,1,1,13,15,0.000609361169398
35,1,1,14,1,0
35,1,1,14,2,0
35,1,1,14,3,0.000132950309822
35,1,1,14,4,0.00019978397062
35,1,1,14,5,0.000274031023578
35,1,1,14,6,0.000364286168791
35,1,1,14,7,0.000441827985163
35,1,1,14,8,0.000501829939152
35,1,1,14,9,0.000585113737986
35,1,1,14,10,0.000707546882592
35,1,1,14,11,0.000852434644791
35,1,1,14,12,0.000925432021557
35,1,1,14,13,0.000923783117314
35,1,1,14,14,0.000864061163695
35,1,1,14,15,0.000864061163695
35,1,1,15,1,0
35,1,1,15,2,0
35,1,1,15,3,0.000115002012535
35,1,1,15,4,0.000158144438587
35,1,1,15,5,0.000243699866675
35,1,1,15,6,0.000305374455292
35,1,1,15,7,0.000383622537145
35,1,1,15,8,0.000487841087406
35,1,1,15,9,0.000638110995113
35,1,1,15,10,0.000811045070102
35,1,1,15,11,0.000989114465601
35,1,1,15,12,0.001076459118618
35,1,1,15,13,0.001189508006036
35,1,1,15,14,0.001151189989304
35,1,1,15,15,0.001151189989304
35,1,2,1,1,0
35,1,2,1,2,0
35,1,2,1,3,6.372673974E-06
35,1,2,1,4,5.725081582E-06
35,1,2,1,5,6.090796372E-06
35,1,2,1,6,7.212193639E-06
35,1,2,1,7,6.589646874E-06
35,1,2,1,8,5.560448634E-06
35,1,2,1,9,5.803776369E-06
35,1,2,1,10,5.279186403E-06
35,1,2,1,11,3.363394607E-06
35,1,2,1,12,3.107503378E-06
35,1,2,1,13,3.512797708E-06
35,1,2,1,14,3.029170042E-06
35,1,2,1,15,3.029170042E-06
35,1,2,2,1,0
35,1,2,2,2,0
35,1,2,2,3,1.0902567389E-05
35,1,2,2,4,5.906732691E-06
35,1,2,2,5,9.641943589E-06
35,1,2,2,6,8.634224703E-06
35,1,2,2,7,7.652655929E-06
35,1,2,2,8,6.338552662E-06
35,1,2,2,9,7.874749977E-06
35,1,2,2,10,8.778939656E-06
35,1,2,2,11,9.518929006E-06
35,1,2,2,12,7.647971949E-06
35,1,2,2,13,6.529168344E-06
35,1,2,2,14,5.269042079E-06
35,1,2,2,15,5.269042079E-06
35,1,2,3,1,0
35,1,2,3,2,0
35,1,2,3,3,1.005656004E-05
35,1,2,3,4,8.616461418E-06
35,1,2,3,5,8.958898735E-06
35,1,2,3,6,1.0719557145E-05
35,1,2,3,7,6.119807471E-06
35,1,2,3,8,9.002246407E-06
35,1,2,3,9,1.1114005383E-05
35,1,2,3,10,1.4247967521E-05
35,1,2,3,11,1.3423589912E-05
35,1,2,3,12,1.4347747962E-05
35,1,2,3,13,8.101972613E-06
35,1,2,3,14,7.396403364E-06
35,1,2,3,15,7.396403364E-06
35,1,2,4,1,0
35,1,2,4,2,0
35,1,2,4,3,1.0374260387E-05
35,1,2,4,4,1.4856633487E-05
35,1,2,4,5,1.9760366351E-05
35,1,2,4,6,1.305041253E-05
35,1,2,4,7,1.0848444815E-05
35,1,2,4,8,7.271485125E-06
35,1,2,4,9,1.5384469922E-05
35,1,2,4,10,1.8054803809E-05
35,1,2,4,11,2.6295271506E-05
35,1,2,4,12,2.1585434765E-05
35,1,2,4,13,1.2813586024E-05
35,1,2,4,14,9.401617748E-06
35,1,2,4,15,9.401617748E-06
35,1,2,5,1,0
35,1,2,5,2,0
35,1,2,5,3,1.2204690088E-05
35,1,2,5,4,1.5330803751E-05
35,1,2,5,5,2.2797904493E-05
35,1,2,5,6,1.9703744665E-05
35,1,2,5,7,1.6423400841E-05
35,1,2,5,8,1.413870285E-05
35,1,2,5,9,1.9551240577E-05
35,1,2,5,10,2.9076188596E-05
35,1,2,5,11,3.2499997556E-05
35,1,2,5,12,3.0611186165E-05
35,1,2,5,13,1.7306261957E-05
35,1,2,5,14,1.2083158696E-05
35,1,2,5,15,1.2083158696E-05
35,1,2,6,1,0
35,1,2,6,2,0
35,1,2,6,3,1.5375881156E-05
35,1,2,6,4,2.9770484637E-05
35,1,2,6,5,3.1730866462E-05
35,1,2,6,6,3.1337053097E-05
35,1,2,6,7,2.7474515909E-05
35,1,2,6,8,2.1157464429E-05
35,1,2,6,9,2.930031809E-05
35,1,2,6,10,3.3917437836E-05
35,1,2,6,11,4.2848258761E-05
35,1,2,6,12,4.2131455392E-05
35,1,2,6,13,2.4247124326E-05
35,1,2,6,14,2.2727451282E-05
35,1,2,6,15,2.2727451282E-05
35,1,2,7,1,0
35,1,2,7,2,0
35,1,2,7,3,3.120185651E-05
35,1,2,7,4,3.1883572494E-05
35,1,2,7,5,4.5944142949E-05
35,1,2,7,6,4.4782026092E-05
35,1,2,7,7,4.8031885538E-05
35,1,2,7,8,3.0851879842E-05
35,1,2,7,9,4.0266628814E-05
35,1,2,7,10,5.4527066943E-05
35,1,2,7,11,5.968310082E-05
35,1,2,7,12,6.0901851416E-05
35,1,2,7,13,4.2259821475E-05
35,1,2,7,14,3.2178469887E-05
35,1,2,7,15,3.2178469887E-05
35,1,2,8,1,0
35,1,2,8,2,0
35,1,2,8,3,4.2403009579E-05
35,1,2,8,4,4.7321552338E-05
35,1,2,8,5,6.2098274832E-05
35,1,2,8,6,6.0355129582E-05
35,1,2,8,7,6.4938559512E-05
35,1,2,8,8,5.6222752703E-05
35,1,2,8,9,6.0249464493E-05
35,1,2,8,10,6.8573852732E-05
35,1,2,8,11,7.7227640233E-05
35,1,2,8,12,9.1021285595E-05
35,1,2,8,13,6.2563186428E-05
35,1,2,8,14,5.3301208113E-05
35,1,2,8,15,5.3301208113E-05
35,1,2,9,1,0
35,1,2,9,2,0
35,1,2,9,3,5.5340525406E-05
35,1,2,9,4,8.0483797047E-05
35,1,2,9,5,7.43977068E-05
35,1,2,9,6,8.556539153E-05
35,1,2,9,7,8.5409886498E-05
35,1,2,9,8,8.0526658109E-05
35,1,2,9,9,9.2061729514E-05
35,1,2,9,10,9.9300086896E-05
35,1,2,9,11,0.000107502106821
35,1,2,9,12,0.000112436493459
