site,period,diag_age,rate,lower95,upper95,race,gender
0,1979,All ages,317.791,306.816,329.057,Black,M
0,1979,00-04,,,,Black,M
0,1979,00,,,,Black,M
0,1979,01-04,,,,Black,M
0,1979,05-09,,,,Black,M
0,1979,10-14,,,,Black,M
0,1979,15-19,19.287,11.939,29.482,Black,M
0,1979,20-24,23.183,14.854,34.495,Black,M
0,1979,25-29,18.423,10.732,29.497,Black,M
0,1979,30-34,36.865,24.496,53.28,Black,M
0,1979,35-39,88.824,65.927,117.104,Black,M
0,1979,40-44,181.175,144.305,224.594,Black,M
0,1979,45-49,406.015,347.603,471.433,Black,M
0,1979,50-54,724.778,645.075,811.609,Black,M
0,1979,55-59,1192.182,1086.382,1305.501,Black,M
0,1979,60-64,1447.952,1316.385,1589.109,Black,M
0,1979,65-69,2031.199,1857.038,2217.295,Black,M
0,1979,70-74,2800.533,2545.221,3074.52,Black,M
0,1979,75-79,3349.233,2993.899,3735.138,Black,M
0,1979,80-84,3422.141,2894.726,4017.851,Black,M
0,1979,85+,3847.499,3162.176,4637.277,Black,M
0,1980,All ages,335.65,324.555,347.028,Black,M
0,1980,00-04,,,,Black,M
0,1980,00,,,,Black,M
0,1980,01-04,,,,Black,M
0,1980,05-09,,,,Black,M
0,1980,10-14,,,,Black,M
0,1980,15-19,,,,Black,M
0,1980,20-24,23.277,15.064,34.362,Black,M
0,1980,25-29,27.69,18.248,40.288,Black,M
0,1980,30-34,52.934,38.462,71.061,Black,M
0,1980,35-39,79.123,58.339,104.906,Black,M
0,1980,40-44,202.294,164.047,246.782,Black,M
0,1980,45-49,403.654,345.419,468.896,Black,M
0,1980,50-54,758.332,677.389,846.285,Black,M
0,1980,55-59,1191.043,1086.328,1303.128,Black,M
0,1980,60-64,1714.744,1572.501,1866.398,Black,M
0,1980,65-69,2296.517,2112.932,2491.784,Black,M
0,1980,70-74,2991.4,2731.586,3269.264,Black,M
0,1980,75-79,3364.561,3013.365,3745.45,Black,M
0,1980,80-84,3644.598,3115.817,4237.403,Black,M
0,1980,85+,3291.223,2674.944,4006.946,Black,M
0,1981,All ages,347.069,335.856,358.562,Black,M
0,1981,00-04,,,,Black,M
0,1981,00,,,,Black,M
0,1981,01-04,,,,Black,M
0,1981,05-09,,,,Black,M
0,1981,10-14,,,,Black,M
0,1981,15-19,15.424,8.985,24.695,Black,M
0,1981,20-24,23.068,14.928,34.053,Black,M
0,1981,25-29,19.918,12.166,30.761,Black,M
0,1981,30-34,41.784,29.42,57.594,Black,M
0,1981,35-39,65.079,46.493,88.619,Black,M
0,1981,40-44,184.843,149.009,226.693,Black,M
0,1981,45-49,374.155,318.426,436.832,Black,M
0,1981,50-54,761.95,680.497,850.469,Black,M
0,1981,55-59,1191.196,1086.251,1303.542,Black,M
0,1981,60-64,1954.854,1803.267,2115.781,Black,M
0,1981,65-69,2429.688,2242.471,2628.362,Black,M
0,1981,70-74,3123.317,2861.094,3403.113,Black,M
0,1981,75-79,3376.346,3030.887,3750.392,Black,M
0,1981,80-84,3878.863,3342.818,4476.414,Black,M
0,1981,85+,3448.276,2836.699,4152.614,Black,M
0,1982,All ages,342.127,331.059,353.47,Black,M
0,1982,00-04,,,,Black,M
0,1982,00,,,,Black,M
0,1982,01-04,,,,Black,M
0,1982,05-09,,,,Black,M
0,1982,10-14,15.967,9.301,25.564,Black,M
0,1982,15-19,,,,Black,M
0,1982,20-24,19.307,11.951,29.512,Black,M
0,1982,25-29,22.104,14.012,33.167,Black,M
0,1982,30-34,50.794,37.188,67.753,Black,M
0,1982,35-39,78.834,58.697,103.652,Black,M
0,1982,40-44,176.282,142.108,216.195,Black,M
0,1982,45-49,388.009,331.553,451.321,Black,M
0,1982,50-54,716.742,637.407,803.221,Black,M
0,1982,55-59,1363.186,1250.313,1483.514,Black,M
0,1982,60-64,1866.591,1719.116,2023.334,Black,M
0,1982,65-69,2130.109,1956.556,2314.93,Black,M
0,1982,70-74,2971.044,2719.235,3239.898,Black,M
0,1982,75-79,3229.419,2898.066,3588.275,Black,M
0,1982,80-84,4081.23,3544.16,4676.694,Black,M
0,1982,85+,3404.132,2815.31,4079.762,Black,M
0,1983,All ages,353.752,342.581,365.194,Black,M
0,1983,00-04,,,,Black,M
0,1983,00,,,,Black,M
0,1983,01-04,,,,Black,M
0,1983,05-09,,,,Black,M
0,1983,10-14,,,,Black,M
0,1983,15-19,17.624,10.611,27.523,Black,M
0,1983,20-24,,,,Black,M
0,1983,25-29,26.139,17.369,37.778,Black,M
0,1983,30-34,47.272,34.348,63.46,Black,M
0,1983,35-39,85.263,64.744,110.222,Black,M
0,1983,40-44,197.394,161.926,238.321,Black,M
0,1983,45-49,379.536,324.471,441.269,Black,M
0,1983,50-54,681.735,604.079,766.605,Black,M
0,1983,55-59,1228.733,1121.365,1343.609,Black,M
0,1983,60-64,1962.559,1812.163,2122.106,Black,M
0,1983,65-69,2320.755,2140.938,2511.642,Black,M
0,1983,70-74,3176.391,2919.62,3449.694,Black,M
0,1983,75-79,3533.537,3192.779,3900.76,Black,M
0,1983,80-84,4392.716,3847.877,4993.079,Black,M
0,1983,85+,3486.788,2908.944,4145.803,Black,M
0,1984,All ages,359.116,347.955,370.543,Black,M
0,1984,00-04,,,,Black,M
0,1984,00,,,,Black,M
0,1984,01-04,,,,Black,M
0,1984,05-09,,,,Black,M
0,1984,10-14,,,,Black,M
0,1984,15-19,19.65,12.164,30.038,Black,M
0,1984,20-24,20.586,13.05,30.889,Black,M
0,1984,25-29,26.367,17.659,37.868,Black,M
0,1984,30-34,56.245,42.253,73.388,Black,M
0,1984,35-39,83.723,64.042,107.546,Black,M
0,1984,40-44,202.865,167.631,243.317,Black,M
0,1984,45-49,399.626,343.968,461.726,Black,M
0,1984,50-54,723.287,643.097,810.713,Black,M
0,1984,55-59,1211.312,1104.485,1325.683,Black,M
0,1984,60-64,2103.679,1949.071,2267.29,Black,M
0,1984,65-69,2314.729,2136.791,2503.531,Black,M
0,1984,70-74,3238.399,2982.115,3510.817,Black,M
0,1984,75-79,3348.448,3021.874,3700.693,Black,M
0,1984,80-84,3809.694,3315.219,4357.126,Black,M
0,1984,85+,3548.304,2979.035,4194.675,Black,M
0,1985,All ages,355.174,344.19,366.419,Black,M
0,1985,00-04,,,,Black,M
0,1985,00,,,,Black,M
0,1985,01-04,,,,Black,M
0,1985,05-09,,,,Black,M
0,1985,10-14,,,,Black,M
0,1985,15-19,,,,Black,M
0,1985,20-24,17.613,10.758,27.202,Black,M
0,1985,25-29,32.118,22.495,44.465,Black,M
0,1985,30-34,44.18,32.101,59.309,Black,M
0,1985,35-39,85.747,66.453,108.895,Black,M
0,1985,40-44,182.104,149.526,219.671,Black,M
0,1985,45-49,355.388,303.972,413.01,Black,M
0,1985,50-54,724.691,644.476,812.13,Black,M
0,1985,55-59,1233.106,1125.136,1348.642,Black,M
0,1985,60-64,1867.383,1723.153,2020.462,Black,M
0,1985,65-69,2465.624,2283.235,2658.705,Black,M
0,1985,70-74,3153.611,2904.038,3418.897,Black,M
0,1985,75-79,3450.312,3123.989,3801.457,Black,M
0,1985,80-84,4388.343,3870.128,4956.62,Black,M
0,1985,85+,3427.571,2877.672,4051.949,Black,M
0,1986,All ages,358.701,347.771,369.886,Black,M
0,1986,00-04,18.204,11.12,28.115,Black,M
0,1986,00,,,,Black,M
0,1986,01-04,18.486,10.566,30.02,Black,M
0,1986,05-09,,,,Black,M
0,1986,10-14,,,,Black,M
0,1986,15-19,22.058,14.133,32.821,Black,M
0,1986,20-24,24.444,16.243,35.328,Black,M
0,1986,25-29,25.447,17.042,36.546,Black,M
0,1986,30-34,45.621,33.521,60.666,Black,M
0,1986,35-39,109.582,88.447,134.245,Black,M
0,1986,40-44,175.809,144.358,212.078,Black,M
0,1986,45-49,359.516,308.639,416.385,Black,M
0,1986,50-54,712.577,633.181,799.175,Black,M
0,1986,55-59,1176.288,1070.674,1289.502,Black,M
0,1986,60-64,1899.225,1754.581,2052.613,Black,M
0,1986,65-69,2700.086,2510.651,2900.027,Black,M
0,1986,70-74,3016.156,2774.632,3273.075,Black,M
0,1986,75-79,3544.883,3219.178,3894.61,Black,M
0,1986,80-84,4019.528,3533.841,4553.32,Black,M
0,1986,85+,3411.821,2873.749,4021.386,Black,M
0,1987,All ages,367.318,356.366,378.522,Black,M
0,1987,00-04,16.848,10.144,26.31,Black,M
0,1987,00,,,,Black,M
0,1987,01-04,,,,Black,M
0,1987,05-09,,,,Black,M
0,1987,10-14,,,,Black,M
0,1987,15-19,,,,Black,M
0,1987,20-24,19.297,12.093,29.215,Black,M
0,1987,25-29,33.122,23.439,45.463,Black,M
0,1987,30-34,46.658,34.63,61.513,Black,M
0,1987,35-39,100.659,80.838,123.87,Black,M
0,1987,40-44,188.109,156.58,224.123,Black,M
0,1987,45-49,377.032,326.093,433.671,Black,M
0,1987,50-54,837.043,751.158,930.056,Black,M
0,1987,55-59,1131.328,1027.381,1242.941,Black,M
0,1987,60-64,1850.046,1707.94,2000.82,Black,M
0,1987,65-69,2589.852,2405.98,2784.049,Black,M
0,1987,70-74,3316.025,3065.019,3582.108,Black,M
0,1987,75-79,3897.436,3561.281,4256.771,Black,M
0,1987,80-84,3601.762,3150.339,4099.715,Black,M
0,1987,85+,4044.118,3468.701,4687.718,Black,M
0,1988,All ages,367.792,356.934,378.897,Black,M
0,1988,00-04,,,,Black,M
0,1988,00,,,,Black,M
0,1988,01-04,,,,Black,M
0,1988,05-09,15.478,9.017,24.782,Black,M
0,1988,10-14,,,,Black,M
0,1988,15-19,17.079,10.282,26.67,Black,M
0,1988,20-24,17.736,10.833,27.391,Black,M
0,1988,25-29,39.808,29.144,53.098,Black,M
0,1988,30-34,63.607,49.585,80.363,Black,M
0,1988,35-39,127.135,105.144,152.368,Black,M
0,1988,40-44,201.892,170.159,237.826,Black,M
0,1988,45-49,415.213,362.728,473.159,Black,M
0,1988,50-54,731.678,652.238,818.126,Black,M
0,1988,55-59,1114.996,1011.018,1226.764,Black,M
